Product,Country,Year,Population,Production (t),production__tonnes__per_capita,Production per capita (kg),Yield (t/ha),Yield (kg/animal),Land Use (ha),area_harvested__ha__per_capita,Land Use per capita (m²),Producing or slaughtered animals,Producing or slaughtered animals per capita,Imports (t),imports__tonnes__per_capita,Imports per capita (kg),Exports (t),exports__tonnes__per_capita,Exports per capita (kg),Domestic supply (t),domestic_supply__tonnes__per_capita,Domestic supply per capita (kg),Food (t),food__tonnes__per_capita,Food per capita (kg),Animal feed (t),feed__tonnes__per_capita,Animal feed per capita (kg),Other uses (t),other_uses__tonnes__per_capita,Other uses per capita (kg),Supply chain waste (t),waste_in_supply_chain__tonnes__per_capita,Supply chain waste per capita (kg),Food supply (kg per capita per year),Food supply (g per capita per day),Food supply (kcal per capita per day),Food supply (Protein g per capita per day),Food supply (Fat g per capita per day)
,Netherlands,2021,17501696,3048467.2,0.17418125,174.18125,,,,,,541033300,30.913193,1784000,0.10193298,101.93298,3489000,0.19935212,199.35212,1239000,0.07079314,70.79314,1117000,0.06382239,63.82239,,,,,,,,,,63.80001,174.7945462,324.00006,29.080006,22.890003
,Netherlands,2022,17564020,2999508,0.17077571,170.77571,,,,,,537618370,30.609072,,,,,,,,,,,,,,,,,,,,,,,,,,
,Netherlands Antilles,1961,140000,,,,,,,,,,,8000,,,0,,,10000,,,9000,,,,,,0,,,,,,,,,,
,Netherlands Antilles,1962,141000,,,,,,,,,,,9000,,,0,,,11000,,,10000,,,,,,0,,,,,,,,,,
,Netherlands Antilles,1963,143000,,,,,,,,,,,10000,,,0,,,12000,,,11000,,,,,,0,,,,,,,,,,
,Netherlands Antilles,1964,145000,,,,,,,,,,,10000,,,0,,,12000,,,11000,,,,,,0,,,,,,,,,,
,Netherlands Antilles,1965,147000,,,,,,,,,,,10000,,,0,,,12000,,,11000,,,,,,1000,,,,,,,,,,
,Netherlands Antilles,1966,150000,,,,,,,,,,,10000,,,0,,,12000,,,11000,,,,,,1000,,,,,,,,,,
,Netherlands Antilles,1967,153000,,,,,,,,,,,11000,,,0,,,12000,,,12000,,,,,,1000,,,,,,,,,,
,Netherlands Antilles,1968,155000,,,,,,,,,,,11000,,,0,,,13000,,,12000,,,,,,1000,,,,,,,,,,
,Netherlands Antilles,1969,158000,,,,,,,,,,,10000,,,0,,,12000,,,12000,,,,,,1000,,,,,,,,,,
,Netherlands Antilles,1970,246870,,,,,,,,,,,12000,0.04860858,48.60858,0,0,0,15000,0.060760725,60.760725,14000,0.05671001,56.71001,,,,1000,0.004050715,4.050715,,,,57.266617,156.8948395,339.778,19.186697,28.486572
,Netherlands Antilles,1971,163000,,,,,,,,,,,12000,,,0,,,15000,,,14000,,,,,,1000,,,,,,,,,,
,Netherlands Antilles,1972,166000,,,,,,,,,,,13000,,,0,,,16000,,,15000,,,,,,1000,,,,,,,,,,
,Netherlands Antilles,1973,168000,,,,,,,,,,,13000,,,0,,,15000,,,15000,,,,,,1000,,,,,,,,,,
,Netherlands Antilles,1974,170000,,,,,,,,,,,14000,,,0,,,16000,,,15000,,,,,,1000,,,,,,,,,,
,Netherlands Antilles,1975,171000,,,,,,,,,,,14000,,,0,,,16000,,,16000,,,,,,1000,,,,,,,,,,
,Netherlands Antilles,1976,171000,,,,,,,,,,,17000,,,0,,,19000,,,18000,,,,,,1000,,,,,,,,,,
,Netherlands Antilles,1977,172000,,,,,,,,,,,19000,,,0,,,21000,,,20000,,,,,,1000,,,,,,,,,,
,Netherlands Antilles,1978,172000,,,,,,,,,,,17000,,,0,,,19000,,,18000,,,,,,1000,,,,,,,,,,
,Netherlands Antilles,1979,172000,,,,,,,,,,,21000,,,0,,,22000,,,21000,,,,,,1000,,,,,,,,,,
,Netherlands Antilles,1980,269526,,,,,,,,,,,21000,0.07791456,77.91456,0,0,0,22000,0.081624776,81.624776,21000,0.07791456,77.91456,,,,1000,0.003710217,3.7102173,,,,77.14046,211.3437239,426.92728,25.653927,34.977406
,Netherlands Antilles,1981,174000,,,,,,,,,,,25000,,,0,,,27000,,,25000,,,,,,1000,,,,,,,,,,
,Netherlands Antilles,1982,175000,,,,,,,,,,,22000,,,0,,,23000,,,22000,,,,,,1000,,,,,,,,,,
,Netherlands Antilles,1983,177000,,,,,,,,,,,24000,,,0,,,25000,,,24000,,,,,,1000,,,,,,,,,,
,Netherlands Antilles,1984,180000,,,,,,,,,,,22000,,,0,,,23000,,,22000,,,,,,1000,,,,,,,,,,
,Netherlands Antilles,1985,181000,,,,,,,,,,,14000,,,0,,,15000,,,15000,,,,,,1000,,,,,,,,,,
,Netherlands Antilles,1986,183000,,,,,,,,,,,15000,,,0,,,15000,,,15000,,,,,,1000,,,,,,,,,,
,Netherlands Antilles,1987,184000,,,,,,,,,,,17000,,,0,,,18000,,,17000,,,,,,1000,,,,,,,,,,
,Netherlands Antilles,1988,185000,,,,,,,,,,,16000,,,0,,,16000,,,16000,,,,,,1000,,,,,,,,,,
,Netherlands Antilles,1989,187000,,,,,,,,,,,15000,,,0,,,16000,,,15000,,,,,,1000,,,,,,,,,,
,Netherlands Antilles,1990,295861,,,,,,,,,,,14000,0.047319517,47.319517,0,0,0,15000,0.050699484,50.699484,14000,0.047319517,47.319517,,,,1000,0.003379966,3.3799657,,,,46.812386,128.253111,254.17342,15.104256,20.91847
,Netherlands Antilles,1991,190000,,,,,,,,,,,15000,,,0,,,16000,,,15000,,,,,,1000,,,,,,,,,,
,Netherlands Antilles,1992,192000,,,,,,,,,,,16000,,,0,,,16000,,,15000,,,,,,1000,,,,,,,,,,
,Netherlands Antilles,1993,194000,,,,,,,,,,,18000,,,0,,,18000,,,17000,,,,,,1000,,,,,,,,,,
,Netherlands Antilles,1994,195000,,,,,,,,,,,16000,,,0,,,17000,,,16000,,,,,,1000,,,,,,,,,,
,Netherlands Antilles,1995,194000,,,,,,,,,,,18000,,,0,,,18000,,,17000,,,,,,1000,,,,,,,,,,
,Netherlands Antilles,1996,192000,,,,,,,,,,,17000,,,0,,,17000,,,16000,,,,,,1000,,,,,,,,,,
,Netherlands Antilles,1997,189000,,,,,,,,,,,17000,,,0,,,18000,,,17000,,,,,,1000,,,,,,,,,,
,Netherlands Antilles,1998,184000,,,,,,,,,,,21000,,,0,,,21000,,,18000,,,,,,3000,,,,,,,,,,
,Netherlands Antilles,1999,181000,,,,,,,,,,,20000,,,0,,,20000,,,19000,,,,,,1000,,,,,,,,,,
,Netherlands Antilles,2000,280398,,,,,,,,,,,18000,0.06419446,64.19446,0,0,0,19000,0.067760825,67.760825,17000,0.06062811,60.62811,,,,2000,0.007132718,7.1327183,,,,60.914127,166.8880175,267.69092,18.417393,20.850363
,Netherlands Antilles,2001,283512,,,,,,,,,,,17000,0.059962187,59.962187,0,0,0,18000,0.06348938,63.48938,17000,0.059962187,59.962187,,,,2000,0.007054375,7.054375,,,,58.2642,159.6279436,267.29028,17.472277,21.249895
,Netherlands Antilles,2002,286625,,,,,,,,,,,17000,0.059310947,59.310947,1000,0.003488879,3.4888792,17000,0.059310947,59.310947,16000,0.055822067,55.822067,,,,1000,0.003488879,3.4888792,,,,54.40349,149.050656,246.80331,16.051636,19.681465
,Netherlands Antilles,2003,289739,,,,,,,,,,,16000,0.055222113,55.222113,0,0,0,16000,0.055222113,55.222113,15000,0.05177073,51.77073,,,,1000,0.003451382,3.451382,,,,51.885315,142.1515465,236.18498,15.345742,18.788013
,Netherlands Antilles,2004,292853,,,,,,,,,,,17000,0.0580496,58.0496,0,0,0,17000,0.0580496,58.0496,16000,0.054634918,54.634918,,,,1000,0.003414682,3.4146823,,,,53.474747,146.5061547,243.781,15.940011,19.383104
,Netherlands Antilles,2005,295966,,,,,,,,,,,18000,0.060817797,60.817797,0,0,0,18000,0.060817797,60.817797,17000,0.05743903,57.43903,,,,2000,0.006757533,6.757533,,,,57.050743,156.3034039,263.94925,17.106424,21.059378
,Netherlands Antilles,2006,299080,,,,,,,,,,,17000,0.05684098,56.84098,0,0,0,18000,0.060184564,60.184564,16000,0.053497393,53.497393,,,,1000,0.003343587,3.343587,,,,54.087566,148.1851108,251.5113,16.29768,20.070349
,Netherlands Antilles,2007,302193,,,,,,,,,,,17000,0.05625544,56.25544,0,0,0,17000,0.05625544,56.25544,16000,0.052946296,52.946296,,,,1000,0.003309144,3.3091435,,,,51.82595,141.9889027,247.1533,15.375605,20.026407
,Netherlands Antilles,2008,305307,,,,,,,,,,,19000,0.062232442,62.232442,0,0,0,19000,0.062232442,62.232442,18000,0.05895705,58.95705,,,,2000,0.006550783,6.5507833,,,,57.374546,157.1905354,267.61588,16.995844,21.492302
,Netherlands Antilles,2009,308420,,,,,,,,,,,20000,0.064846635,64.846635,0,0,0,21000,0.06808897,68.08897,19000,0.061604306,61.604306,,,,2000,0.006484664,6.4846636,,,,61.212955,167.7067244,290.81772,18.309319,23.400234
,New Caledonia,1961,84045,4065.8,0.048376467,48.376467,,,,,,201600,2.398715,1000,0.011898388,11.898388,0,0,0,5000,0.05949194,59.49194,4000,0.047593553,47.593553,,,,1000,0.011898388,11.898388,,,,44.439407,121.7517988,282.38443,17.020168,23.27503
,New Caledonia,1962,86897,4277.8,0.049228396,49.228396,,,,,,207400,2.3867338,1000,0.011507877,11.507877,0,0,0,5000,0.057539385,57.539385,4000,0.04603151,46.03151,,,,1000,0.011507877,11.507877,,,,44.892227,122.9924015,288.45645,17.116356,23.89795
,New Caledonia,1963,89642,4288.8,0.047843643,47.843643,,,,,,211300,2.3571541,1000,0.011155485,11.155485,0,0,0,5000,0.055777427,55.777427,4000,0.04462194,44.62194,,,,1000,0.011155485,11.155485,,,,48.122086,131.8413302,300.28336,18.40075,24.54073
,New Caledonia,1964,92246,4150,0.0449884,44.9884,,,,,,212370,2.3022137,1000,0.010840578,10.840578,0,0,0,6000,0.06504347,65.04347,4000,0.043362312,43.362312,,,,1000,0.010840578,10.840578,,,,48.337055,132.4302863,296.1971,18.562973,23.965918
,New Caledonia,1965,94818,4290,0.045244575,45.244575,,,,,,221796,2.3391762,2000,0.02109304,21.09304,0,0,0,6000,0.06327912,63.27912,5000,0.0527326,52.7326,,,,2000,0.02109304,21.09304,,,,48.5913,133.126848,295.59787,18.436478,24.098906
,New Caledonia,1966,97462,4117,0.042242106,42.242106,,,,,,241001,2.4727688,2000,0.020520817,20.520817,0,0,0,6000,0.061562456,61.562456,5000,0.051302046,51.302046,,,,1000,0.010260409,10.260409,,,,48.310726,132.3581521,294.16592,18.32509,23.948
,New Caledonia,1967,100213,4247.8,0.042387713,42.387713,,,,,,261000,2.6044526,2000,0.01995749,19.95749,0,0,0,6000,0.05987247,59.87247,5000,0.049893726,49.893726,,,,1000,0.009978745,9.978745,,,,52.79315,144.6387657,316.12665,20.203367,25.452986
,New Caledonia,1968,103173,4360.8,0.04226687,42.26687,,,,,,264245,2.5611837,3000,0.029077375,29.077375,0,0,0,7000,0.06784721,67.84721,6000,0.05815475,58.15475,,,,1000,0.009692458,9.692458,,,,55.922768,153.2130615,325.2886,21.321276,26.023088
,New Caledonia,1969,106712,4129.8,0.038700424,38.700424,,,,,,276695,2.5929136,4000,0.03748407,37.48407,0,0,0,8000,0.07496814,74.96814,6000,0.056226104,56.226104,,,,1000,0.009371017,9.371017,,,,59.059902,161.8079491,335.05136,22.74374,26.36873
,New Caledonia,1970,111000,4210.8,0.037935134,37.935134,,,,,,277522,2.5001981,5000,0.045045044,45.045044,0,0,0,9000,0.08108108,81.08108,7000,0.06306306,63.06306,,,,2000,0.018018018,18.018018,,,,62.76351,171.9548202,345.27026,23.572973,27.10135
,New Caledonia,1971,115810,4481.8,0.038699593,38.699593,,,,,,288929,2.4948537,6000,0.051808998,51.808998,0,0,0,10000,0.08634833,86.34833,7000,0.06044383,60.44383,,,,3000,0.025904499,25.904499,,,,63.709614,174.5468859,353.88998,23.96287,27.915897
,New Caledonia,1972,120882,4567.6,0.03778561,37.78561,,,,,,338850,2.8031468,6000,0.049635183,49.635183,0,0,0,11000,0.09099783,90.99783,8000,0.066180244,66.180244,,,,3000,0.024817592,24.817592,,,,66.45804,182.0768201,369.68283,25.06676,29.169107
,New Caledonia,1973,126128,4288.4,0.034000378,34.000378,,,,,,359000,2.846315,6000,0.04757072,47.57072,0,0,0,10000,0.079284534,79.284534,8000,0.06342763,63.42763,,,,2000,0.015856907,15.856907,,,,60.052883,164.5284449,337.76797,22.332314,26.823307
,New Caledonia,1974,131487,3288.8,0.025012359,25.012359,,,,,,371050,2.8219519,6000,0.04563189,45.63189,0,0,0,9000,0.06844783,68.44783,8000,0.060842518,60.842518,,,,1000,0.007605315,7.6053147,,,,59.516453,163.0587737,331.0137,22.793736,25.8964
,New Caledonia,1975,136612,3739.2,0.027370948,27.370948,,,,,,391605,2.866549,6000,0.043920007,43.920007,0,0,0,10000,0.07320001,73.20001,9000,0.06588001,65.88001,,,,1000,0.007320001,7.3200013,,,,62.570198,171.4251983,345.73828,23.98618,26.909494
,New Caledonia,1976,140687,3137.4,0.022300567,22.300567,,,,,,408812,2.9058263,6000,0.042647865,42.647865,0,0,0,9000,0.063971795,63.971795,8000,0.05686382,56.86382,,,,1000,0.007107977,7.1079773,,,,58.049713,159.040308,320.88254,22.236597,25.004442
,New Caledonia,1977,143377,3612.6,0.025196511,25.196511,,,,,,433005,3.020045,6000,0.041847717,41.847717,0,0,0,10000,0.069746196,69.746196,8000,0.055796955,55.796955,,,,1000,0.006974619,6.9746193,,,,58.509384,160.2996806,316.36874,22.334126,24.480913
,New Caledonia,1978,145273,3597.2,0.024761654,24.761654,,,,,,451662,3.1090567,5000,0.034417957,34.417957,0,0,0,9000,0.061952323,61.952323,8000,0.05506873,55.06873,,,,1000,0.006883591,6.8835914,,,,54.055744,148.0979273,293.28918,20.84145,22.595526
,New Caledonia,1979,146963,3677.96,0.025026435,25.026435,,,,,,481984,3.2796283,6000,0.040826604,40.826604,0,0,0,9000,0.061239906,61.239906,8000,0.05443547,54.43547,,,,1000,0.006804434,6.8044337,,,,54.890007,150.3835793,299.1229,20.709974,23.358261
,New Caledonia,1980,148611,3559.16,0.023949506,23.949506,,,,,,490886,3.3031607,7000,0.04710284,47.10284,0,0,0,10000,0.06728977,67.28977,8000,0.053831816,53.831816,,,,2000,0.013457954,13.457954,,,,56.031384,153.5106396,292.3875,20.830221,22.492817
,New Caledonia,1981,150242,3482.56,0.02317967,23.17967,,,,,,505252,3.3629212,6000,0.03993557,39.93557,0,0,0,10000,0.066559285,66.559285,8000,0.053247426,53.247426,,,,2000,0.013311856,13.311856,,,,52.41783,143.6104917,280.82693,19.43744,21.900667
,New Caledonia,1982,151982,3606.2,0.02372781,23.72781,,,,,,519863,3.4205563,6000,0.039478358,39.478358,0,0,0,10000,0.06579726,65.79726,8000,0.05263781,52.63781,,,,2000,0.013159453,13.159453,,,,54.367424,148.9518451,288.2315,20.176207,22.458843
,New Caledonia,1983,154116,3446,0.022359781,22.359781,,,,,,513738,3.33345,6000,0.038931713,38.931713,0,0,0,10000,0.06488619,64.88619,8000,0.05190895,51.90895,,,,1000,0.006488619,6.488619,,,,53.73498,147.2191218,276.506,19.877495,21.298698
,New Caledonia,1984,156763,3789,0.024170244,24.170244,,,,,,573325,3.6572723,6000,0.038274337,38.274337,0,0,0,10000,0.06379056,63.79056,8000,0.05103245,51.03245,,,,2000,0.012758113,12.7581125,,,,51.851078,142.0577465,266.81677,18.975779,20.661446
,New Caledonia,1985,159718,4528,0.028349968,28.349968,,,,,,604893,3.7872562,5000,0.031305175,31.305175,0,0,0,9000,0.056349315,56.349315,8000,0.05008828,50.08828,,,,1000,0.006261035,6.261035,,,,53.185238,145.7129794,269.01163,19.264704,20.70136
,New Caledonia,1986,162808,4380,0.026902854,26.902854,,,,,,505465,3.1046693,6000,0.036853224,36.853224,0,0,0,10000,0.061422043,61.422043,9000,0.05527984,55.27984,,,,1000,0.006142204,6.142204,,,,53.751537,147.2644835,276.7616,19.51796,21.475542
,New Caledonia,1987,166074,3997,0.024067584,24.067584,,,,,,823470,4.958452,7000,0.042149886,42.149886,0,0,0,11000,0.066235535,66.235535,10000,0.06021412,60.21412,,,,1000,0.006021412,6.021412,,,,59.655876,163.4407545,296.7954,21.512878,22.76708
,New Caledonia,1988,169492,4011.2,0.023666013,23.666013,,,,,,767904,4.530621,6000,0.035399903,35.399903,0,0,0,9000,0.053099852,53.099852,8000,0.047199868,47.199868,,,,1000,0.005899984,5.8999835,,,,48.564064,133.0522288,253.28629,17.405067,19.813679
,New Caledonia,1989,173170,3794.8,0.021913726,21.913726,,,,,,736309,4.251943,6000,0.034648035,34.648035,0,0,0,10000,0.057746723,57.746723,9000,0.05197205,51.97205,,,,1000,0.005774672,5.774672,,,,49.984985,136.945163,260.12012,17.865393,20.342728
,New Caledonia,1990,177280,4420,0.02493231,24.93231,,,,,,792014,4.467588,8000,0.045126352,45.126352,0,0,0,12000,0.06768953,67.68953,11000,0.062048737,62.048737,,,,1000,0.005640794,5.640794,,,,60.143333,164.7762531,301.24097,21.42052,23.308044
,New Caledonia,1991,181731,4905,0.026990442,26.990442,,,,,,683467,3.760872,7000,0.03851847,38.51847,0,0,0,12000,0.066031665,66.031665,11000,0.060529023,60.529023,,,,2000,0.011005277,11.005277,,,,58.66121,160.7156422,295.29358,20.79359,22.942041
,New Caledonia,1992,186281,5249,0.028177861,28.177861,,,,,,616754,3.3108797,9000,0.048314106,48.314106,0,0,0,14000,0.07515527,75.15527,12000,0.06441881,64.41881,,,,2000,0.010736468,10.736468,,,,65.087906,178.3230284,318.4007,22.902174,24.498903
,New Caledonia,1993,190793,5531,0.028989533,28.989533,,,,,,606924,3.18106,8000,0.04193026,41.93026,0,0,0,14000,0.07337795,73.37795,11000,0.057654105,57.654105,,,,2000,0.010482565,10.482565,,,,59.68096,163.5094778,300.72906,21.079494,23.34682
,New Caledonia,1994,195277,5864,0.030029139,30.029139,,,,,,674540,3.4542727,9000,0.04608838,46.08838,0,0,0,15000,0.07681396,76.81396,12000,0.06145117,61.45117,,,,3000,0.015362793,15.362793,,,,63.7392,174.6279435,315.47495,22.528511,24.271677
,New Caledonia,1995,199717,5495,0.027513932,27.513932,,,,,,802248,4.016924,9000,0.045063764,45.063764,0,0,0,15000,0.07510628,75.10628,12000,0.06008502,60.08502,,,,2000,0.01001417,10.01417,,,,60.944237,166.9705107,299.98947,21.472433,23.062284
,New Caledonia,1996,204101,6062,0.029700981,29.700981,,,,,,781153,3.8272865,9000,0.044095814,44.095814,0,0,0,15000,0.073493026,73.493026,12000,0.05879442,58.79442,,,,3000,0.014698605,14.698605,,,,60.547424,165.8833518,303.5409,21.314056,23.60243
,New Caledonia,1997,208431,5938,0.028489044,28.489044,,,,,,899446,4.3153176,12000,0.05757301,57.57301,0,0,0,18000,0.086359516,86.359516,14000,0.06716851,67.16851,,,,3000,0.014393252,14.393252,,,,68.30174,187.1280529,332.48413,23.729868,25.648775
,New Caledonia,1998,212771,6072,0.028537724,28.537724,,,,,,866714,4.073459,12000,0.056398664,56.398664,0,0,0,18000,0.084598,84.598,15000,0.07049833,70.49833,,,,3000,0.014099666,14.099666,,,,68.27923,187.0663817,328.48462,23.83887,25.14901
,New Caledonia,1999,217134,6200,0.028553797,28.553797,,,,,,1056501,4.8656635,11000,0.050659962,50.659962,0,0,0,17000,0.07829267,78.29267,14000,0.06447631,64.47631,,,,3000,0.013816353,13.816353,,,,64.75983,177.42419,313.07855,22.332937,24.09756
,New Caledonia,2000,221548,6032,0.027226606,27.226606,,,,,,959851,4.332474,10000,0.045136947,45.136947,0,0,0,16000,0.07221911,72.21911,13000,0.05867803,58.67803,,,,3000,0.013541084,13.541084,,,,58.161663,159.3470203,288.15427,20.066532,22.493093
,New Caledonia,2001,225999,6141,0.027172687,27.172687,,,,,,861720,3.8129373,12000,0.05309758,53.09758,0,0,0,18000,0.07964637,79.64637,14000,0.061947178,61.947178,,,,4000,0.017699193,17.699193,,,,62.978775,172.5445873,307.74472,21.665228,23.862053
,New Caledonia,2002,230410,6176,0.026804391,26.804391,,,,,,913105,3.9629574,12000,0.052081075,52.081075,0,0,0,18000,0.07812161,78.12161,15000,0.06510134,65.10134,,,,4000,0.017360358,17.360358,,,,63.69411,174.5044092,306.5492,22.082895,23.492643
,New Caledonia,2003,234693,6380,0.02718445,27.18445,,,,,,1193169,5.0839567,13000,0.055391513,55.391513,0,0,0,19000,0.080956824,80.956824,15000,0.063913286,63.913286,,,,4000,0.017043542,17.043542,,,,64.99307,178.0632037,309.80472,22.401989,23.805058
,New Caledonia,2004,238656,6445,0.027005397,27.005397,,,,,,991633,4.1550727,14000,0.05866184,58.66184,0,0,0,20000,0.083802626,83.802626,17000,0.07123224,71.23224,,,,4000,0.016760526,16.760526,,,,69.33201,189.9507104,328.08728,23.805183,25.068508
,New Caledonia,2005,242147,6107,0.025220217,25.220217,,,,,,900813,3.720108,14000,0.05781612,57.81612,0,0,0,20000,0.082594454,82.594454,16000,0.06607556,66.07556,,,,4000,0.01651889,16.51889,,,,67.37213,184.5811762,316.81168,23.254923,24.096601
,New Caledonia,2006,245647,5770,0.023488991,23.488991,,,,,,462386,1.882319,15000,0.061063234,61.063234,0,0,0,21000,0.08548853,85.48853,16000,0.065134116,65.134116,,,,5000,0.02035441,20.35441,,,,63.66502,174.4247106,301.27786,21.807228,23.06334
,New Caledonia,2007,249378,6073,0.02435259,24.35259,,,,,,490673,1.9675874,17000,0.06816961,68.16961,0,0,0,23000,0.09222947,92.22947,18000,0.072179586,72.179586,,,,5000,0.020049885,20.049885,,,,71.44977,195.7527926,333.1168,24.652534,25.20142
,New Caledonia,2008,253090,6370,0.025168912,25.168912,,,,,,476105,1.8811687,17000,0.06716978,67.16978,0,0,0,23000,0.090876766,90.876766,18000,0.07112095,71.12095,,,,5000,0.019755818,19.755818,,,,70.92848,194.3246008,340.90244,24.118141,26.39397
,New Caledonia,2009,256988,6190,0.024086729,24.086729,,,,,,477753,1.8590479,19000,0.073933415,73.933415,0,0,0,25000,0.09728081,97.28081,19000,0.073933415,73.933415,,,,6000,0.023347395,23.347395,,,,74.974205,205.4087788,358.37082,25.60602,27.601173
,New Caledonia,2010,261435,6492,0.024832176,24.832176,,,,,,494483,1.8914186,17000,0.065025724,65.025724,0,0,0,24000,0.091801025,91.801025,20000,0.07650085,76.50085,,,,,,,,,,77.10852,211.2562171,351.99326,33.179363,24.199537
,New Caledonia,2011,266312,6615,0.024839286,24.839286,,,,,,482777,1.8128248,19000,0.07134489,71.34489,0,0,0,25000,0.09387486,93.87486,21000,0.078854874,78.854874,,,,,,,,,,79.14643,216.8395321,358.9838,33.998466,24.59889
,New Caledonia,2012,271315,6779,0.024985718,24.985718,,,,,,501236,1.8474319,19000,0.0700293,70.0293,0,0,0,26000,0.09582957,95.82957,22000,0.08108656,81.08656,,,,,,,,,,79.93558,219.0015869,361.97998,34.258102,24.78863
,New Caledonia,2013,276404,6761,0.024460573,24.460573,,,,,,492494,1.7817904,20000,0.072357856,72.357856,0,0,0,24000,0.086829424,86.829424,22000,0.079593636,79.593636,,,,,,,,,,78.27604,214.454902,353.9821,33.5483,24.268772
,New Caledonia,2014,280805,7178,0.025562223,25.562223,,,,,,534914,1.9049305,19000,0.06766261,67.66261,0,0,0,23000,0.08190738,81.90738,22000,0.078346185,78.346185,,,,0,0,0,,,,77.04863,211.0921349,349.99374,33.12941,23.979572
,New Caledonia,2015,283041,8650,0.030560944,30.560944,,,,,,532136,1.8800669,19000,0.067128085,67.128085,0,0,0,23000,0.08126031,81.26031,21000,0.0741942,74.1942,,,,0,0,0,,,,73.42715,201.170272,334.98697,31.66877,22.92911
,New Caledonia,2016,283753,6763,0.02383411,23.83411,,,,,,534582,1.8839695,20000,0.07048383,70.48383,0,0,0,24000,0.0845806,84.5806,22000,0.07753222,77.53222,,,,0,0,0,,,,78.11918,214.0251485,355.99625,33.549644,24.449741
,New Caledonia,2017,284358,6719,0.023628665,23.628665,,,,,,549324,1.9318043,19000,0.06681718,66.81718,0,0,0,25000,0.08791734,87.91734,22000,0.07736726,77.36726,,,,0,0,0,,,,77.21783,211.5556965,354.99002,33.289066,24.419313
,New Caledonia,2018,284887,6568.5,0.02305651,23.05651,,,,,,583024,2.0465097,19000,0.06669311,66.69311,0,0,0,25000,0.08775409,87.75409,23000,0.08073376,80.73376,,,,0,0,0,0,0,0,79.88804,218.8713403,371.99088,34.379158,25.849365
,New Caledonia,2019,285374,6647.27,0.023293188,23.293188,,,,,,596739,2.091077,20000,0.07008347,70.08347,0,0,0,26000,0.09110851,91.10851,24000,0.084100164,84.100164,,,,,,,0,0,0,82.35885,225.6406827,383.9946,35.819496,26.539629
,New Caledonia,2020,286412,6850,0.023916597,23.916597,,,,,,589983,2.0599103,20000,0.06982948,69.82948,0,0,0,27000,0.09426979,94.26979,25000,0.087286845,87.286845,,,,,,,,,,85.9264,235.4147922,398.98328,37.05845,27.548845
,New Caledonia,2021,287809,6865.9,0.023855751,23.855751,,,,,,590734,2.052521,21000,0.072965056,72.965056,,,,28000,0.097286746,97.286746,25000,0.08686316,86.86316,,,,,,,,,,87.53726,239.8281072,411.9871,37.548824,28.7291
,New Caledonia,2022,289959,6902.81,0.023806158,23.806158,,,,,,594416,2.0500002,,,,,,,,,,,,,,,,,,,,,,,,,,
,New Zealand,1961,2431619,741698,0.3050223,305.0223,,,,,,35333084,14.530683,0,0,0,474000,0.19493185,194.93185,268000,0.110214636,110.214636,261000,0.107335895,107.335895,,,,7000,0.00287874,2.8787404,,,,107.302734,293.9800902,486.47095,34.900303,37.412407
,New Zealand,1962,2486311,805562,0.3239989,323.9989,,,,,,39347280,15.825566,0,0,0,479000,0.19265491,192.65491,301000,0.12106289,121.06289,296000,0.11905188,119.05188,,,,5000,0.002011012,2.0110116,,,,119.21189,326.6079145,526.0227,39.013348,39.850204
,New Zealand,1963,2540032,809150,0.318559,318.559,,,,,,37554936,14.785222,0,0,0,529000,0.2082651,208.2651,290000,0.11417179,114.17179,286000,0.112597,112.597,,,,5000,0.001968479,1.9684792,,,,112.707794,308.7884736,506.19363,36.709003,38.73178
,New Zealand,1964,2590656,834994,0.32230988,322.30988,,,,,,39855970,15.384508,0,0,0,537000,0.2072834,207.2834,293000,0.11309877,113.09877,289000,0.11155476,111.55476,,,,4000,0.001544011,1.5440105,,,,111.47628,305.4144627,503.31268,36.467743,38.510895
,New Zealand,1965,2638319,807147,0.3059323,305.9323,,,,,,40501116,15.351107,0,0,0,534000,0.20240161,202.40161,272000,0.10309595,103.09595,270000,0.10233789,102.33789,,,,2000,0.000758058,0.75805845,,,,102.40789,280.5695588,468.16174,33.199642,36.167984
,New Zealand,1966,2684362,814423,0.30339536,303.39536,,,,,,40298428,15.012293,0,0,0,521000,0.19408709,194.08709,294000,0.10952323,109.52323,290000,0.10803312,108.03312,,,,3000,0.001117584,1.117584,,,,108.19725,296.430819,471.2874,35.575237,35.36644
,New Zealand,1967,2725199,862391,0.31645066,316.45066,,,,,,43038384,15.792749,0,0,0,529000,0.19411427,194.11427,299000,0.10971676,109.71676,294000,0.10788203,107.88203,,,,5000,0.001834728,1.8347284,,,,107.84451,295.464408,476.26614,35.53144,35.94817
,New Zealand,1968,2756420,952017,0.34538168,345.38168,,,,,,47502700,17.233477,1000,0.000362789,0.3627894,613000,0.2223899,222.3899,311000,0.11282751,112.82751,306000,0.11101356,111.01356,,,,4000,0.001451158,1.4511576,,,,111.05289,304.2544901,487.71884,36.514347,36.782543
,New Zealand,1969,2786359,978854,0.35130218,351.30218,,,,,,49186600,17.652643,1000,0.000358891,0.3588913,678000,0.2433283,243.3283,337000,0.12094637,120.94637,332000,0.11915191,119.15191,,,,5000,0.001794457,1.7944565,,,,119.175285,326.5076269,510.0965,39.36311,37.94839
